sub1,sub2,pairID,trialID,stim1,stim2
112,127,258,258,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/127_kit.jpg
112,129,259,259,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/129_kit.jpg
112,130,260,260,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/130_kit.jpg
112,131,261,261,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/131_kit.jpg
112,132,262,262,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/132_kit.jpg
112,134,263,263,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/134_kit.jpg
112,135,264,264,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/135_kit.jpg
112,136,265,265,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/136_kit.jpg
112,137,266,266,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/137_kit.jpg
112,138,267,267,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/138_kit.jpg
112,139,268,268,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/139_kit.jpg
112,140,269,269,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/140_kit.jpg
112,141,270,270,stimuli/own/kitchen/112_kit.jpg,stimuli/own/kitchen/141_kit.jpg
113,114,271,271,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/114_kit.jpg
113,116,272,272,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/116_kit.jpg
113,117,273,273,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/117_kit.jpg
113,118,274,274,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/118_kit.jpg
113,119,275,275,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/119_kit.jpg
113,120,276,276,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/120_kit.jpg
113,121,277,277,stimuli/own/kitchen/113_kit.jpg,stimuli/own/kitchen/121_kit.jpg
